Event,plot,grid,collection_datetime,sample_name,S275_295,S275_295_r2,S350_400,S350_400_r2,Sr,E2toE3,FI,HIX,FRESH,BIX,Abs_250nm,Abs_254nm,Abs_280nm,Abs_350nm,Abs_365nm,Abs_412nm,Abs_440nm,C_RSU,A_RSU,T_RSU,B_RSU,M_RSU,FDOM_RSU,evacuation_date
TMP,Estuarine-water,POOL,2023-06-07T12:00:00Z,TMP_SW_POOL_20230607_0800,0.015377,0.98304,0.02033,0.99961,0.75634,7.6527,1.7805,0.61355,0.89851,0.93513,0.098903,0.095253,0.095253,0.017564,0.012924,0.0049563,0.0030385,0.49369,0.73609,0.28832,0.27679,0.44268,0.31647,2023-06-07
TMP,Estuarine-water,POOL,2023-06-07T12:00:00Z,TMP_SW_POOL_20230607_0800,0.015377,0.98304,0.02033,0.99961,0.75634,7.6527,1.7805,0.61355,0.89851,0.93513,0.098903,0.095253,0.095253,0.017564,0.012924,0.0049563,0.0030385,0.49369,0.73609,0.28832,0.27679,0.44268,0.31647,2023-06-06
TMP,Estuarine-water,POOL,2023-06-17T15:59:00Z,TMP_SW_POOL_20230617,0.016535,0.99383,0.018522,0.99994,0.89276,6.9519,1.781,0.67311,0.88539,0.92088,0.070559,0.06775,0.06775,0.013358,0.01015,0.0041839,0.0028917,0.3912,0.56414,0.24657,0.23043,0.34467,0.24668,2023-06-14
TMP,Estuarine-water,POOL,2023-06-27T15:59:00Z,TMP_SW_POOL_20230627,0.013248,0.99614,0.014657,0.99988,0.90384,4.8457,1.7465,0.68492,0.90976,0.9489,0.12097,0.11738,0.11738,0.030998,0.024964,0.012411,0.0088527,0.55506,0.7419,0.28872,0.42621,0.48086,0.33976,2023-06-23
TMP,Estuarine-water,POOL,2023-06-14T15:59:00Z,TMP_SW_POOL_20230614,0.015695,0.9952,0.016005,0.99947,0.98062,5.9621,1.8166,0.71907,0.85136,0.87349,0.095822,0.092676,0.092676,0.020478,0.016072,0.0078343,0.0058038,0.62177,0.92776,0.33783,0.26322,0.51147,0.38072,2023-06-12
TMP,Estuarine-water,POOL,2023-07-07T15:59:00Z,TMP_SW_POOL_20230707,0.014847,0.99798,0.018232,0.99993,0.81433,6.0212,1.7418,0.78685,0.78417,0.81,0.16305,0.15809,0.15809,0.035389,0.027078,0.011382,0.007631,0.81918,1.145,0.33373,0.2556,0.68407,0.52297,2023-07-05
TMP,Control,I5,2023-10-02T16:18:00Z,TMP_C_I5_20231002,0.015048,0.99856,0.01996,0.99969,0.75393,5.8865,1.5697,0.92959,0.56563,0.5789,0.42319,0.41124,0.41124,0.095203,0.071892,0.027065,0.01634,1.5417,2.3798,0.32649,0.17887,1.3111,1.1332,2023-09-29
TMP,Freshwater,H3,2023-10-02T13:51:00Z,TMP_FW_H3_20231002,0.015904,0.99833,0.020257,0.99944,0.78509,6.3932,1.6854,0.89064,0.73447,0.73917,0.23574,0.22776,0.22776,0.04874,0.036873,0.013686,0.0081939,0.99269,1.571,0.36941,0.21549,0.88816,0.69067,2023-09-29
TMP,Freshwater,I5,2023-10-05T14:37:00Z,TMP_FW_I5_20231005,0.014891,0.99976,0.019411,0.99967,0.76716,5.8428,1.514,0.937,0.55974,0.56828,0.54591,0.52933,0.52933,0.12279,0.093431,0.036224,0.021601,2.2267,3.998,0.51779,0.24405,1.9623,1.7201,2023-10-02
TMP,Estuarine-water,C3,2023-10-02T15:38:00Z,TMP_SW_C3_20231002,0.015646,0.9984,0.020765,0.99983,0.75345,7.1466,1.7028,0.8731,0.76336,0.7744,0.25977,0.25064,0.25064,0.048965,0.036349,0.013202,0.0076627,1.281,1.9391,0.49997,0.35591,1.1211,0.89635,2023-09-29
TMP,Estuarine-water,D5,2023-10-02T15:23:00Z,TMP_SW_D5_20231002,0.012395,0.99935,0.01702,0.99992,0.72828,4.6949,1.4453,0.93766,0.51535,0.52922,0.96352,0.9395,0.9395,0.26324,0.20523,0.090023,0.058088,2.4111,4.1575,0.52259,0.28208,2.0076,1.8915,2023-09-29
TMP,Estuarine-water,F6,2023-10-02T15:16:00Z,TMP_SW_F6_20231002,0.013035,0.99963,0.017448,0.99973,0.74708,4.8283,1.4329,0.95023,0.52021,0.5425,1.2386,1.2071,1.2071,0.32888,0.25653,0.10883,0.067853,3.7073,6.6195,0.78237,0.29757,3.0734,2.9977,2023-09-29
TMP,Estuarine-water,H3,2023-10-02T14:55:00Z,TMP_SW_H3_20231002,0.011112,0.99964,0.014831,0.99993,0.74919,3.8925,1.2718,0.94145,0.4339,0.45108,2.8913,2.8359,2.8359,0.9232,0.74281,0.36148,0.24711,4.4385,7.7075,0.7758,0.4412,3.2656,3.7299,2023-09-29
