[Header]	
System	TOCL TNML ASIL 9ML	
S/W Version	1.00	
User	sjw	
Date/Time	12/18/2024 3:06:37 PM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Conc.	Result	Excluded	Inj. Vol.	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20241217.2024_12_17_15_43_28.cal		1.00		12/17/2024 4:28:19 PM	2	3	NPOC	5.755	0.5000	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20241217.2024_12_17_15_43_28.cal		1.00		12/17/2024 4:32:12 PM	2	4	NPOC	5.800	0.5000	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20241217.2024_12_17_15_43_28.cal		1.00		12/17/2024 4:43:00 PM	3	1	NPOC	9.281	1.000	 	1	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20241217.2024_12_17_15_43_28.cal		1.00		12/17/2024 4:46:49 PM	3	2	NPOC	8.629	1.000	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20241217.2024_12_17_15_43_28.cal		1.00		12/17/2024 4:50:47 PM	3	3	NPOC	8.911	1.000	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20241217.2024_12_17_15_43_28.cal		1.00		12/17/2024 4:54:41 PM	3	4	NPOC	8.400	1.000	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20241217.2024_12_17_15_43_28.cal		1.00		12/17/2024 4:58:30 PM	3	5	NPOC	0.7242	1.000	 	1	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20241217.2024_12_17_15_43_28.cal		1.00		12/17/2024 5:10:44 PM	4	1	NPOC	32.23	5.000	 	1	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20241217.2024_12_17_15_43_28.cal		1.00		12/17/2024 5:14:58 PM	4	2	NPOC	29.65	5.000	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20241217.2024_12_17_15_43_28.cal		1.00		12/17/2024 5:19:14 PM	4	3	NPOC	29.78	5.000	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20241217.2024_12_17_15_43_28.cal		1.00		12/17/2024 5:23:45 PM	4	4	NPOC	33.18	5.000	 	1	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20241217.2024_12_17_15_43_28.cal		1.00		12/17/2024 5:28:06 PM	4	5	NPOC	31.13	5.000	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20241217.2024_12_17_15_43_28.cal		1.00		12/17/2024 5:39:34 PM	5	1	NPOC	56.37	10.00	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20241217.2024_12_17_15_43_28.cal		1.00		12/17/2024 5:43:49 PM	5	2	NPOC	53.53	10.00	 	1	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20241217.2024_12_17_15_43_28.cal		1.00		12/17/2024 5:48:23 PM	5	3	NPOC	57.68	10.00	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20241217.2024_12_17_15_43_28.cal		1.00		12/17/2024 5:53:04 PM	5	4	NPOC	56.41	10.00	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20241217.2024_12_17_15_43_28.cal		1.00		12/17/2024 6:06:00 PM	6	1	NPOC	284.3	50.00	 	1	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20241217.2024_12_17_15_43_28.cal		1.00		12/17/2024 6:10:39 PM	6	2	NPOC	277.0	50.00	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20241217.2024_12_17_15_43_28.cal		1.00		12/17/2024 6:15:16 PM	6	3	NPOC	268.9	50.00	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20241217.2024_12_17_15_43_28.cal		1.00		12/17/2024 6:19:49 PM	6	4	NPOC	269.3	50.00	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20241217.2024_12_17_15_43_28.cal		1.00		12/17/2024 6:32:31 PM	7	1	NPOC	428.2	80.00	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20241217.2024_12_17_15_43_28.cal		1.00		12/17/2024 6:37:04 PM	7	2	NPOC	415.6	80.00	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20241217.2024_12_17_15_43_28.cal		1.00		12/17/2024 6:41:38 PM	7	3	NPOC	417.3	80.00	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20241217.2024_12_17_15_43_28.cal		1.00		12/17/2024 6:53:48 PM	8	1	NPOC	514.7	100.0	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20241217.2024_12_17_15_43_28.cal		1.00		12/17/2024 6:58:20 PM	8	2	NPOC	499.9	100.0	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20241217.2024_12_17_15_43_28.cal		1.00		12/17/2024 7:02:55 PM	8	3	NPOC	501.2	100.0	 	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20241126.2024_11_26_19_54_39.cal	1.00		12/17/2024 7:11:38 PM	1	1	NPOC	3.050	0.2998	NPOC:0.3163mg/L TN:0.00067mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20241126.2024_11_26_19_54_39.cal	1.00		12/17/2024 7:15:50 PM	1	2	NPOC	3.224	0.3450	NPOC:0.3163mg/L TN:0.00067mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20241126.2024_11_26_19_54_39.cal	1.00		12/17/2024 7:19:38 PM	1	3	NPOC	2.611	0.1855	NPOC:0.3163mg/L TN:0.00067mg/L	1	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20241126.2024_11_26_19_54_39.cal	1.00		12/17/2024 7:23:27 PM	1	4	NPOC	3.067	0.3042	NPOC:0.3163mg/L TN:0.00067mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20241129.2024_11_29_21_14_23.cal	1.00		12/17/2024 7:11:38 PM	1	1	TN	0.8845	0.05901	NPOC:0.3163mg/L TN:0.00067mg/L	1	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20241129.2024_11_29_21_14_23.cal	1.00		12/17/2024 7:15:50 PM	1	2	TN	0.3663	0.01182	NPOC:0.3163mg/L TN:0.00067mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20241129.2024_11_29_21_14_23.cal	1.00		12/17/2024 7:19:38 PM	1	3	TN	0.3651	0.01172	NPOC:0.3163mg/L TN:0.00067mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20241129.2024_11_29_21_14_23.cal	1.00		12/17/2024 7:23:27 PM	1	4	TN	0.000	-0.02153	NPOC:0.3163mg/L TN:0.00067mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20241129.2024_11_29_21_14_23.cal	1.00		12/17/2024 7:30:41 PM	1	5	TN	1.054	0.07445	NPOC:0.3163mg/L TN:0.00067mg/L	1	50	
Standard	TN	CalCurve_TN	Untitled	C:\TOC-L\CalCurves\BGC_TN3_20241217.2024_12_17_19_30_41.cal		1.00		12/17/2024 7:36:32 PM	1	1	TN	0.3320	0.000	 	0	50	
Standard	TN	CalCurve_TN	Untitled	C:\TOC-L\CalCurves\BGC_TN3_20241217.2024_12_17_19_30_41.cal		1.00		12/17/2024 7:41:28 PM	1	2	TN	0.7660	0.000	 	1	50	
